date,ticker,indicator,rsi
2023-03-01,JPM,RSI,74.4981
2023-03-02,JPM,RSI,74.1403
2023-03-03,JPM,RSI,77.2043
2023-03-06,JPM,RSI,67.5007
2023-03-07,JPM,RSI,64.0467
2023-03-08,JPM,RSI,59.3472
2023-03-09,JPM,RSI,57.192
2023-03-10,JPM,RSI,40.9217
2023-03-13,JPM,RSI,40.2929
2023-03-14,JPM,RSI,45.0267
2023-03-15,JPM,RSI,47.3491
2023-03-16,JPM,RSI,42.6507
2023-03-17,JPM,RSI,45.1622
2023-03-20,JPM,RSI,41.87
2023-03-21,JPM,RSI,39.7524
2023-03-22,JPM,RSI,44.4874
2023-03-23,JPM,RSI,53.3277
2023-03-24,JPM,RSI,63.7509
2023-03-27,JPM,RSI,64.0714
2023-03-28,JPM,RSI,70.1585
2023-03-29,JPM,RSI,64.4628
2023-03-30,JPM,RSI,72.5754
2023-03-31,JPM,RSI,80.6649
2023-04-03,JPM,RSI,81.0221
2023-04-04,JPM,RSI,76.2947
2023-04-05,JPM,RSI,70.5507
2023-04-06,JPM,RSI,60.9883
2023-04-07,JPM,RSI,53.8558
2023-04-10,JPM,RSI,61.7687
2023-04-11,JPM,RSI,49.3962
2023-04-12,JPM,RSI,44.1535
2023-04-13,JPM,RSI,46.1553
2023-04-14,JPM,RSI,46.7781
2023-04-17,JPM,RSI,52.8767
2023-04-18,JPM,RSI,60.6765
2023-04-19,JPM,RSI,55.4644
2023-04-20,JPM,RSI,43.8862
2023-04-21,JPM,RSI,40.4059
2023-04-24,JPM,RSI,44.8707
2023-04-25,JPM,RSI,56.2441
2023-04-26,JPM,RSI,60.9589
2023-04-27,JPM,RSI,67.8668
2023-04-28,JPM,RSI,60.7358
2023-05-01,JPM,RSI,62.4514
2023-05-02,JPM,RSI,57.2513
2023-05-03,JPM,RSI,52.0435
2023-05-04,JPM,RSI,56.2177
2023-05-05,JPM,RSI,41.1455
2023-05-08,JPM,RSI,35.7583
2023-05-09,JPM,RSI,45.3831
2023-05-10,JPM,RSI,48.3283
2023-05-11,JPM,RSI,53.4134
2023-05-12,JPM,RSI,59.2496
2023-05-15,JPM,RSI,55.4054
2023-05-16,JPM,RSI,58.8947
2023-05-17,JPM,RSI,61.0777
2023-05-18,JPM,RSI,65.1551
2023-05-19,JPM,RSI,67.3823
2023-05-22,JPM,RSI,70.8397
2023-05-23,JPM,RSI,76.9547
2023-05-24,JPM,RSI,74.9351
2023-05-25,JPM,RSI,88.6954
2023-05-26,JPM,RSI,93.3757
2023-05-29,JPM,RSI,90.6401
2023-05-30,JPM,RSI,93.484
2023-05-31,JPM,RSI,93.1202
2023-06-01,JPM,RSI,93.0924
2023-06-02,JPM,RSI,86.4296
2023-06-05,JPM,RSI,79.0797
2023-06-06,JPM,RSI,76.5004
2023-06-07,JPM,RSI,68.0858
2023-06-08,JPM,RSI,68.6535
2023-06-09,JPM,RSI,70.4608
2023-06-12,JPM,RSI,57.9444
2023-06-13,JPM,RSI,59.368
2023-06-14,JPM,RSI,64.8453
2023-06-15,JPM,RSI,60.0668
2023-06-16,JPM,RSI,56.9489
2023-06-19,JPM,RSI,51.589
2023-06-20,JPM,RSI,47.1908
2023-06-21,JPM,RSI,38.7245
2023-06-22,JPM,RSI,40.9572
2023-06-23,JPM,RSI,42.4164
2023-06-26,JPM,RSI,40.0223
2023-06-27,JPM,RSI,53.9084
2023-06-28,JPM,RSI,54.873
2023-06-29,JPM,RSI,54.0465
2023-06-30,JPM,RSI,71.599
2023-07-03,JPM,RSI,66.1035
2023-07-04,JPM,RSI,62.6876
2023-07-05,JPM,RSI,59.9344
2023-07-06,JPM,RSI,56.3636
2023-07-07,JPM,RSI,59.3386
2023-07-10,JPM,RSI,57.9676
2023-07-11,JPM,RSI,59.586
2023-07-12,JPM,RSI,53.2143
2023-07-13,JPM,RSI,56.1253
2023-07-14,JPM,RSI,47.8587
2023-07-17,JPM,RSI,44.0154
2023-07-18,JPM,RSI,41.0942
2023-07-19,JPM,RSI,32.2515
2023-07-20,JPM,RSI,28.8857
2023-07-21,JPM,RSI,29.7177
2023-07-24,JPM,RSI,28.4924
2023-07-25,JPM,RSI,29.2043
2023-07-26,JPM,RSI,38.1884
2023-07-27,JPM,RSI,42.4659
2023-07-28,JPM,RSI,52.4624
2023-07-31,JPM,RSI,47.3426
2023-08-01,JPM,RSI,62.7322
2023-08-02,JPM,RSI,56.0803
2023-08-03,JPM,RSI,61.1444
2023-08-04,JPM,RSI,57.2233
2023-08-07,JPM,RSI,64.5484
2023-08-08,JPM,RSI,59.8831
2023-08-09,JPM,RSI,59.0426
2023-08-10,JPM,RSI,60.6931
2023-08-11,JPM,RSI,57.5198
2023-08-14,JPM,RSI,62.9876
2023-08-15,JPM,RSI,56.5876
2023-08-16,JPM,RSI,61.1353
2023-08-17,JPM,RSI,57.3445
2023-08-18,JPM,RSI,60.3522
2023-08-21,JPM,RSI,61.6868
2023-08-22,JPM,RSI,67.6756
2023-08-23,JPM,RSI,75.7248
2023-08-24,JPM,RSI,64.4273
2023-08-25,JPM,RSI,59.1836
2023-08-28,JPM,RSI,66.4224
2023-08-29,JPM,RSI,67.1156
2023-08-30,JPM,RSI,69.4579
2023-08-31,JPM,RSI,73.383
2023-09-01,JPM,RSI,73.508
2023-09-04,JPM,RSI,79.1113
2023-09-05,JPM,RSI,61.1775
2023-09-06,JPM,RSI,66.0829
2023-09-07,JPM,RSI,61.7745
2023-09-08,JPM,RSI,58.3634
2023-09-11,JPM,RSI,58.3989
2023-09-12,JPM,RSI,54.4853
2023-09-13,JPM,RSI,58.5675
2023-09-14,JPM,RSI,51.5497
2023-09-15,JPM,RSI,46.3304
2023-09-18,JPM,RSI,45.2497
2023-09-19,JPM,RSI,37.4845
2023-09-20,JPM,RSI,32.0974
2023-09-21,JPM,RSI,28.546
2023-09-22,JPM,RSI,23.8851
2023-09-25,JPM,RSI,27.3556
2023-09-26,JPM,RSI,17.7998
2023-09-27,JPM,RSI,21.5779
2023-09-28,JPM,RSI,17.16
2023-09-29,JPM,RSI,16.7149
2023-10-02,JPM,RSI,19.1663
2023-10-03,JPM,RSI,19.086
2023-10-04,JPM,RSI,24.9704
2023-10-05,JPM,RSI,25.9051
2023-10-06,JPM,RSI,19.6159
2023-10-09,JPM,RSI,30.6087
2023-10-10,JPM,RSI,33.7365
2023-10-11,JPM,RSI,37.8237
2023-10-12,JPM,RSI,49.8414
2023-10-13,JPM,RSI,59.2443
2023-10-16,JPM,RSI,60.9029
2023-10-17,JPM,RSI,64.6051
2023-10-18,JPM,RSI,74.4626
2023-10-19,JPM,RSI,60.995
2023-10-20,JPM,RSI,54.7209
2023-10-23,JPM,RSI,60.9639
2023-10-24,JPM,RSI,59.4954
2023-10-25,JPM,RSI,65.9011
2023-10-26,JPM,RSI,59.8083
2023-10-27,JPM,RSI,64.6815
2023-10-30,JPM,RSI,65.0928
2023-10-31,JPM,RSI,61.8759
2023-11-01,JPM,RSI,54.3964
2023-11-02,JPM,RSI,44.4641
2023-11-03,JPM,RSI,41.4531
2023-11-06,JPM,RSI,33.7561
2023-11-07,JPM,RSI,30.0531
2023-11-08,JPM,RSI,51.2135
2023-11-09,JPM,RSI,55.9932
2023-11-10,JPM,RSI,56.9749
2023-11-13,JPM,RSI,62.1185
2023-11-14,JPM,RSI,58.9564
2023-11-15,JPM,RSI,68.4248
2023-11-16,JPM,RSI,45.7195
2023-11-17,JPM,RSI,38.8905
2023-11-20,JPM,RSI,39.8693
2023-11-21,JPM,RSI,42.2494
2023-11-22,JPM,RSI,43.4531
2023-11-23,JPM,RSI,45.118
2023-11-24,JPM,RSI,46.408
2023-11-27,JPM,RSI,42.9303
2023-11-28,JPM,RSI,26.496
2023-11-29,JPM,RSI,29.1821
2023-11-30,JPM,RSI,25.8964
2023-12-01,JPM,RSI,16.0355
2023-12-04,JPM,RSI,21.6776
2023-12-05,JPM,RSI,15.8378
2023-12-06,JPM,RSI,17.8788
2023-12-07,JPM,RSI,19.1053
2023-12-08,JPM,RSI,15.0979
2023-12-11,JPM,RSI,15.3329
2023-12-12,JPM,RSI,36.5115
2023-12-13,JPM,RSI,39.634
2023-12-14,JPM,RSI,33.0127
2023-12-15,JPM,RSI,40.1391
2023-12-18,JPM,RSI,39.2589
2023-12-19,JPM,RSI,37.8882
2023-12-20,JPM,RSI,39.7265
2023-12-21,JPM,RSI,52.8591
2023-12-22,JPM,RSI,45.4416
2023-12-25,JPM,RSI,46.9724
2023-12-26,JPM,RSI,46.183
2023-12-27,JPM,RSI,52.9985
2023-12-28,JPM,RSI,58.9591
2023-12-29,JPM,RSI,63.7435
2024-01-01,JPM,RSI,59.7209
2024-01-02,JPM,RSI,53.9048
2024-01-03,JPM,RSI,70.174
2024-01-04,JPM,RSI,69.9261
2024-01-05,JPM,RSI,70.8497
2024-01-08,JPM,RSI,71.3595
2024-01-09,JPM,RSI,76.0336
2024-01-10,JPM,RSI,73.2683
2024-01-11,JPM,RSI,82.1536
2024-01-12,JPM,RSI,83.2917
2024-01-15,JPM,RSI,89.3013
2024-01-16,JPM,RSI,81.77
2024-01-17,JPM,RSI,84.3848
2024-01-18,JPM,RSI,85.4095
2024-01-19,JPM,RSI,85.612
2024-01-22,JPM,RSI,89.7294
2024-01-23,JPM,RSI,87.2389
2024-01-24,JPM,RSI,83.7801
2024-01-25,JPM,RSI,86.4269
2024-01-26,JPM,RSI,69.938
2024-01-29,JPM,RSI,72.1378
2024-01-30,JPM,RSI,73.4719
2024-01-31,JPM,RSI,64.0074
2024-02-01,JPM,RSI,63.9657
2024-02-02,JPM,RSI,61.7796
2024-02-05,JPM,RSI,64.6791
2024-02-06,JPM,RSI,60.0911
2024-02-07,JPM,RSI,44.0478
2024-02-08,JPM,RSI,39.7276
2024-02-09,JPM,RSI,39.9474
2024-02-12,JPM,RSI,40.0729
2024-02-13,JPM,RSI,36.5604
2024-02-14,JPM,RSI,39.4878
2024-02-15,JPM,RSI,53.4609
2024-02-16,JPM,RSI,48.1771
2024-02-19,JPM,RSI,39.8622
2024-02-20,JPM,RSI,63.57
2024-02-21,JPM,RSI,54.0197
2024-02-22,JPM,RSI,57.5038
2024-02-23,JPM,RSI,59.5925
2024-02-26,JPM,RSI,64.8683
2024-02-27,JPM,RSI,76.7572
2024-02-28,JPM,RSI,78.1036
2024-02-29,JPM,RSI,78.9647
2024-03-01,JPM,RSI,71.8655
2024-03-04,JPM,RSI,74.2619
2024-03-05,JPM,RSI,71.653
2024-03-06,JPM,RSI,71.6023
2024-03-07,JPM,RSI,71.247
2024-03-08,JPM,RSI,71.287
2024-03-11,JPM,RSI,68.1661
2024-03-12,JPM,RSI,61.4272
2024-03-13,JPM,RSI,52.4875
2024-03-14,JPM,RSI,42.708
2024-03-15,JPM,RSI,39.2098
2024-03-18,JPM,RSI,37.1229
2024-03-19,JPM,RSI,38.6151
2024-03-20,JPM,RSI,35.8589
2024-03-21,JPM,RSI,43.8022
2024-03-22,JPM,RSI,46.5042
2024-03-25,JPM,RSI,49.2926
2024-03-26,JPM,RSI,46.2909
2024-03-27,JPM,RSI,46.7521
2024-03-28,JPM,RSI,54.2646
2024-03-29,JPM,RSI,42.8999
2024-04-01,JPM,RSI,50.2277
2024-04-02,JPM,RSI,57.3827
2024-04-03,JPM,RSI,74.9939
2024-04-04,JPM,RSI,67.0692
2024-04-05,JPM,RSI,63.2663
2024-04-08,JPM,RSI,65.852
2024-04-09,JPM,RSI,66.129
2024-04-10,JPM,RSI,71.2233
2024-04-11,JPM,RSI,73.621
2024-04-12,JPM,RSI,70.3813
2024-04-15,JPM,RSI,71.2919
2024-04-16,JPM,RSI,70.6746
2024-04-17,JPM,RSI,69.9171
2024-04-18,JPM,RSI,72.8361
2024-04-19,JPM,RSI,61.0285
2024-04-22,JPM,RSI,61.6228
2024-04-23,JPM,RSI,64.1679
2024-04-24,JPM,RSI,67.1056
2024-04-25,JPM,RSI,71.8152
2024-04-26,JPM,RSI,69.5013
2024-04-29,JPM,RSI,61.4054
2024-04-30,JPM,RSI,53.7533
2024-05-01,JPM,RSI,57.0626
2024-05-02,JPM,RSI,59.2329
2024-05-03,JPM,RSI,50.6156
2024-05-06,JPM,RSI,48.7552
2024-05-07,JPM,RSI,45.1444
2024-05-08,JPM,RSI,58.0808
2024-05-09,JPM,RSI,57.0603
2024-05-10,JPM,RSI,57.0946
2024-05-13,JPM,RSI,49.7888
2024-05-14,JPM,RSI,50.683
2024-05-15,JPM,RSI,50.3495
2024-05-16,JPM,RSI,47.1607
2024-05-17,JPM,RSI,56.5736
2024-05-20,JPM,RSI,59.7559
2024-05-21,JPM,RSI,53.9475
2024-05-22,JPM,RSI,47.0948
2024-05-23,JPM,RSI,58.5667
2024-05-24,JPM,RSI,62.8978
2024-05-27,JPM,RSI,62.9997
2024-05-28,JPM,RSI,53.3246
2024-05-29,JPM,RSI,67.9407
2024-05-30,JPM,RSI,72.5805
2024-05-31,JPM,RSI,77.6146
2024-06-03,JPM,RSI,76.8165
2024-06-04,JPM,RSI,68.1303
2024-06-05,JPM,RSI,65.1651
2024-06-06,JPM,RSI,57.6564
2024-06-07,JPM,RSI,53.992
2024-06-10,JPM,RSI,53.1507
2024-06-11,JPM,RSI,61.4534
2024-06-12,JPM,RSI,50.7025
2024-06-13,JPM,RSI,45.5008
2024-06-14,JPM,RSI,37.9355
2024-06-17,JPM,RSI,42.0438
2024-06-18,JPM,RSI,29.4141
2024-06-19,JPM,RSI,12.2215
2024-06-20,JPM,RSI,12.0085
2024-06-21,JPM,RSI,12.7988
2024-06-24,JPM,RSI,12.1062
2024-06-25,JPM,RSI,19.5483
2024-06-26,JPM,RSI,21.6195
2024-06-27,JPM,RSI,22.347
2024-06-28,JPM,RSI,18.8903
2024-07-01,JPM,RSI,13.6254
2024-07-02,JPM,RSI,14.4193
2024-07-03,JPM,RSI,24.7556
2024-07-04,JPM,RSI,30.744
2024-07-05,JPM,RSI,30.2961
2024-07-08,JPM,RSI,32.7591
2024-07-09,JPM,RSI,28.4824
2024-07-10,JPM,RSI,31.0308
2024-07-11,JPM,RSI,34.0272
2024-07-12,JPM,RSI,41.3278
2024-07-15,JPM,RSI,46.8368
2024-07-16,JPM,RSI,45.2381
2024-07-17,JPM,RSI,45.0365
2024-07-18,JPM,RSI,45.8883
2024-07-19,JPM,RSI,52.656
2024-07-22,JPM,RSI,60.6099
2024-07-23,JPM,RSI,49.8989
2024-07-24,JPM,RSI,51.3014
2024-07-25,JPM,RSI,56.4478
2024-07-26,JPM,RSI,57.4556
2024-07-29,JPM,RSI,64.5744
2024-07-30,JPM,RSI,68.2479
2024-07-31,JPM,RSI,67.1292
2024-08-01,JPM,RSI,68.6792
2024-08-02,JPM,RSI,55.0282
2024-08-05,JPM,RSI,59.9834
2024-08-06,JPM,RSI,61.0398
2024-08-07,JPM,RSI,62.4601
2024-08-08,JPM,RSI,57.5187
2024-08-09,JPM,RSI,54.8523
2024-08-12,JPM,RSI,58.0826
2024-08-13,JPM,RSI,59.0668
2024-08-14,JPM,RSI,55.1399
2024-08-15,JPM,RSI,58.8922
2024-08-16,JPM,RSI,56.1227
2024-08-19,JPM,RSI,50.0463
2024-08-20,JPM,RSI,53.0228
2024-08-21,JPM,RSI,51.7728
2024-08-22,JPM,RSI,60.6482
2024-08-23,JPM,RSI,63.6789
2024-08-26,JPM,RSI,64.3529
2024-08-27,JPM,RSI,76.9938
2024-08-28,JPM,RSI,87.6074
2024-08-29,JPM,RSI,87.5001
2024-08-30,JPM,RSI,70.8833
2024-09-02,JPM,RSI,67.7659
2024-09-03,JPM,RSI,72.6285
2024-09-04,JPM,RSI,73.1459
2024-09-05,JPM,RSI,74.7019
2024-09-06,JPM,RSI,69.0638
2024-09-09,JPM,RSI,68.1288
2024-09-10,JPM,RSI,64.682
2024-09-11,JPM,RSI,72.3703
2024-09-12,JPM,RSI,61.7988
2024-09-13,JPM,RSI,55.9027
2024-09-16,JPM,RSI,50.3843
2024-09-17,JPM,RSI,58.3006
2024-09-18,JPM,RSI,55.2742
2024-09-19,JPM,RSI,62.8954
2024-09-20,JPM,RSI,50.1877
2024-09-23,JPM,RSI,38.1945
2024-09-24,JPM,RSI,39.8658
2024-09-25,JPM,RSI,42.1697
2024-09-26,JPM,RSI,42.0223
2024-09-27,JPM,RSI,37.3025
2024-09-30,JPM,RSI,46.6381
2024-10-01,JPM,RSI,51.7387
2024-10-02,JPM,RSI,58.8275
2024-10-03,JPM,RSI,64.816
2024-10-04,JPM,RSI,71.0288
2024-10-07,JPM,RSI,72.0403
2024-10-08,JPM,RSI,71.4375
2024-10-09,JPM,RSI,69.729
2024-10-10,JPM,RSI,81.237
2024-10-11,JPM,RSI,80.2905
2024-10-14,JPM,RSI,74.8747
2024-10-15,JPM,RSI,69.9643
2024-10-16,JPM,RSI,71.7777
2024-10-17,JPM,RSI,66.2488
2024-10-18,JPM,RSI,58.3604
2024-10-21,JPM,RSI,50.2697
2024-10-22,JPM,RSI,43.7084
2024-10-23,JPM,RSI,41.9514
2024-10-24,JPM,RSI,35.0727
2024-10-25,JPM,RSI,26.598
2024-10-28,JPM,RSI,29.756
2024-10-29,JPM,RSI,31.4685
2024-10-30,JPM,RSI,25.8762
2024-10-31,JPM,RSI,31.3052
2024-11-01,JPM,RSI,33.6402
2024-11-04,JPM,RSI,31.7303
2024-11-05,JPM,RSI,35.16
2024-11-06,JPM,RSI,37.8429
2024-11-07,JPM,RSI,45.9241
2024-11-08,JPM,RSI,49.4863
2024-11-11,JPM,RSI,48.6371
2024-11-12,JPM,RSI,43.9579
2024-11-13,JPM,RSI,45.1037
2024-11-14,JPM,RSI,42.617
2024-11-15,JPM,RSI,40.3246
2024-11-18,JPM,RSI,38.2743
2024-11-19,JPM,RSI,35.1089
2024-11-20,JPM,RSI,28.6287
2024-11-21,JPM,RSI,26.3491
2024-11-22,JPM,RSI,38.0399
2024-11-25,JPM,RSI,40.9083
2024-11-26,JPM,RSI,52.2061
2024-11-27,JPM,RSI,48.407
2024-11-28,JPM,RSI,38.0539
2024-11-29,JPM,RSI,52.8489
2024-12-02,JPM,RSI,42.6449
2024-12-03,JPM,RSI,44.5019
2024-12-04,JPM,RSI,52.1664
2024-12-05,JPM,RSI,52.18
2024-12-06,JPM,RSI,55.8316
2024-12-09,JPM,RSI,55.1453
2024-12-10,JPM,RSI,58.8985
2024-12-11,JPM,RSI,70.5439
2024-12-12,JPM,RSI,64.7186
2024-12-13,JPM,RSI,57.8064
2024-12-16,JPM,RSI,54.569
2024-12-17,JPM,RSI,60.5484
2024-12-18,JPM,RSI,66.2943
2024-12-19,JPM,RSI,63.7398
2024-12-20,JPM,RSI,77.1172
2024-12-23,JPM,RSI,77.5996
2024-12-24,JPM,RSI,75.7504
2024-12-25,JPM,RSI,78.3655
2024-12-26,JPM,RSI,78.4516
2024-12-27,JPM,RSI,74.8041
2024-12-30,JPM,RSI,74.7337
2024-12-31,JPM,RSI,66.7551
2025-01-01,JPM,RSI,78.4621
2025-01-02,JPM,RSI,80.9282
2025-01-03,JPM,RSI,83.8322
2025-01-06,JPM,RSI,70.2808
2025-01-07,JPM,RSI,74.0637
2025-01-08,JPM,RSI,71.1794
2025-01-09,JPM,RSI,70.3002
2025-01-10,JPM,RSI,70.2218
2025-01-13,JPM,RSI,71.5037
2025-01-14,JPM,RSI,71.5471
2025-01-15,JPM,RSI,70.3005
2025-01-16,JPM,RSI,66.8921
2025-01-17,JPM,RSI,61.6786
2025-01-20,JPM,RSI,64.3999
2025-01-21,JPM,RSI,55.8199
2025-01-22,JPM,RSI,60.3208
2025-01-23,JPM,RSI,54.699
2025-01-24,JPM,RSI,70.8055
2025-01-27,JPM,RSI,60.2668
2025-01-28,JPM,RSI,58.5161
2025-01-29,JPM,RSI,50.5041
2025-01-30,JPM,RSI,46.3659
2025-01-31,JPM,RSI,45.433
2025-02-03,JPM,RSI,36.2455
2025-02-04,JPM,RSI,37.2025
2025-02-05,JPM,RSI,45.6569
2025-02-06,JPM,RSI,48.2982
2025-02-07,JPM,RSI,48.7599
2025-02-10,JPM,RSI,49.2962
2025-02-11,JPM,RSI,42.1647
2025-02-12,JPM,RSI,42.5238
2025-02-13,JPM,RSI,35.1537
2025-02-14,JPM,RSI,51.4543
2025-02-17,JPM,RSI,61.7716
2025-02-18,JPM,RSI,76.4212
2025-02-19,JPM,RSI,79.0419
2025-02-20,JPM,RSI,72.8415
2025-02-21,JPM,RSI,74.5307
2025-02-24,JPM,RSI,73.3515
2025-02-25,JPM,RSI,68.0443
2025-02-26,JPM,RSI,71.8655
2025-02-27,JPM,RSI,72.0858
2025-02-28,JPM,RSI,62.7284
2025-03-03,JPM,RSI,73.7066
2025-03-04,JPM,RSI,64.4181
2025-03-05,JPM,RSI,62.1141
2025-03-06,JPM,RSI,61.8461
2025-03-07,JPM,RSI,59.5743
2025-03-10,JPM,RSI,47.6724
2025-03-11,JPM,RSI,55.2625
2025-03-12,JPM,RSI,55.0787
2025-03-13,JPM,RSI,46.142
2025-03-14,JPM,RSI,48.4911
2025-03-17,JPM,RSI,43.735
2025-03-18,JPM,RSI,39.7634
2025-03-19,JPM,RSI,40.4541
2025-03-20,JPM,RSI,42.626
2025-03-21,JPM,RSI,40.3658
2025-03-24,JPM,RSI,42.7161
2025-03-25,JPM,RSI,47.0072
2025-03-26,JPM,RSI,36.993
2025-03-27,JPM,RSI,39.8092
2025-03-28,JPM,RSI,39.536
2025-03-31,JPM,RSI,37.326
2025-04-01,JPM,RSI,36.3599
2025-04-02,JPM,RSI,50.073
2025-04-03,JPM,RSI,45.2589
2025-04-04,JPM,RSI,45.3257
2025-04-07,JPM,RSI,48.1547
2025-04-08,JPM,RSI,50.2422
2025-04-09,JPM,RSI,54.3722
2025-04-10,JPM,RSI,56.1156
2025-04-11,JPM,RSI,62.7039
2025-04-14,JPM,RSI,57.197
2025-04-15,JPM,RSI,66.145
2025-04-16,JPM,RSI,63.1434
2025-04-17,JPM,RSI,61.8962
2025-04-18,JPM,RSI,57.8044
2025-04-21,JPM,RSI,61.7602
2025-04-22,JPM,RSI,60.2117
2025-04-23,JPM,RSI,62.6798
2025-04-24,JPM,RSI,70.8072
2025-04-25,JPM,RSI,65.6148
2025-04-28,JPM,RSI,67.9685
2025-04-29,JPM,RSI,61.3036
2025-04-30,JPM,RSI,61.9535
2025-05-01,JPM,RSI,52.9799
2025-05-02,JPM,RSI,59.4796
2025-05-05,JPM,RSI,57.4726
2025-05-06,JPM,RSI,61.9617
2025-05-07,JPM,RSI,69.5227
2025-05-08,JPM,RSI,69.2809
2025-05-09,JPM,RSI,66.3028
2025-05-12,JPM,RSI,67.1363
2025-05-13,JPM,RSI,66.2518
2025-05-14,JPM,RSI,57.6316
2025-05-15,JPM,RSI,53.0918
2025-05-16,JPM,RSI,41.6528
2025-05-19,JPM,RSI,45.703
2025-05-20,JPM,RSI,48.687
2025-05-21,JPM,RSI,45.7667
2025-05-22,JPM,RSI,42.108
2025-05-23,JPM,RSI,41.4969
2025-05-26,JPM,RSI,42.3447
2025-05-27,JPM,RSI,36.5273
2025-05-28,JPM,RSI,38.3324
2025-05-29,JPM,RSI,39.0442
2025-05-30,JPM,RSI,42.0323
2025-06-02,JPM,RSI,44.1762
2025-06-03,JPM,RSI,52.4003
2025-06-04,JPM,RSI,60.0332
2025-06-05,JPM,RSI,65.7269
2025-06-06,JPM,RSI,66.796
2025-06-09,JPM,RSI,53.9103
2025-06-10,JPM,RSI,53.9597
2025-06-11,JPM,RSI,56.9372
2025-06-12,JPM,RSI,59.5492
2025-06-13,JPM,RSI,50.8828
2025-06-16,JPM,RSI,55.5824
2025-06-17,JPM,RSI,47.1149
2025-06-18,JPM,RSI,52.7568
2025-06-19,JPM,RSI,43.6013
2025-06-20,JPM,RSI,42.8614
2025-06-23,JPM,RSI,41.6956
2025-06-24,JPM,RSI,35.8374
2025-06-25,JPM,RSI,33.0915
2025-06-26,JPM,RSI,26.7301
2025-06-27,JPM,RSI,33.4752
2025-06-30,JPM,RSI,45.5363
2025-07-01,JPM,RSI,44.4817
2025-07-02,JPM,RSI,43.9764
2025-07-03,JPM,RSI,54.7301
2025-07-04,JPM,RSI,53.3519
2025-07-07,JPM,RSI,62.4897
2025-07-08,JPM,RSI,55.8683
2025-07-09,JPM,RSI,50.9938
2025-07-10,JPM,RSI,51.9848
2025-07-11,JPM,RSI,60.2415
2025-07-14,JPM,RSI,74.4886
2025-07-15,JPM,RSI,89.3725
2025-07-16,JPM,RSI,85.5443
2025-07-17,JPM,RSI,75.7163
2025-07-18,JPM,RSI,75.3212
2025-07-21,JPM,RSI,81.3379
2025-07-22,JPM,RSI,83.2507
2025-07-23,JPM,RSI,62.9169
2025-07-24,JPM,RSI,69.8305
2025-07-25,JPM,RSI,70.1264
2025-07-28,JPM,RSI,72.9722
2025-07-29,JPM,RSI,65.3661
2025-07-30,JPM,RSI,64.0797
2025-07-31,JPM,RSI,62.2925
2025-08-01,JPM,RSI,55.4681
2025-08-04,JPM,RSI,44.4691
2025-08-05,JPM,RSI,46.6047
2025-08-06,JPM,RSI,48.9034
2025-08-07,JPM,RSI,51.7868
2025-08-08,JPM,RSI,47.8356
2025-08-11,JPM,RSI,41.6953
2025-08-12,JPM,RSI,52.4486
2025-08-13,JPM,RSI,47.009
2025-08-14,JPM,RSI,42.4524
2025-08-15,JPM,RSI,42.499
2025-08-18,JPM,RSI,47.4224
2025-08-19,JPM,RSI,48.555
2025-08-20,JPM,RSI,47.8011
2025-08-21,JPM,RSI,57.66
2025-08-22,JPM,RSI,80.8377
2025-08-25,JPM,RSI,69.6687
2025-08-26,JPM,RSI,57.3064
2025-08-27,JPM,RSI,49.7217
2025-08-28,JPM,RSI,55.2998
2025-08-29,JPM,RSI,57.6759
2025-09-01,JPM,RSI,55.8005
2025-09-02,JPM,RSI,50.6901
2025-09-03,JPM,RSI,56.7279
2025-09-04,JPM,RSI,45.343
2025-09-05,JPM,RSI,52.8595
2025-09-08,JPM,RSI,56.9375
2025-09-09,JPM,RSI,51.6476
2025-09-10,JPM,RSI,49.4261
2025-09-11,JPM,RSI,39.4519
2025-09-12,JPM,RSI,45.269
2025-09-15,JPM,RSI,55.6548
2025-09-16,JPM,RSI,63.1787
2025-09-17,JPM,RSI,57.2174
2025-09-18,JPM,RSI,59.4132
2025-09-19,JPM,RSI,55.4972
2025-09-22,JPM,RSI,43.6471
2025-09-23,JPM,RSI,41.1128
2025-09-24,JPM,RSI,46.4011
2025-09-25,JPM,RSI,42.8017
2025-09-26,JPM,RSI,38.2558
2025-09-29,JPM,RSI,37.6517
2025-09-30,JPM,RSI,33.0557
2025-10-01,JPM,RSI,35.7456
2025-10-02,JPM,RSI,27.4945
2025-10-03,JPM,RSI,27.5882
2025-10-06,JPM,RSI,15.5007
2025-10-07,JPM,RSI,24.3202
2025-10-08,JPM,RSI,13.7988
2025-10-09,JPM,RSI,16.4206
2025-10-10,JPM,RSI,35.3339
2025-10-13,JPM,RSI,35.5023
2025-10-14,JPM,RSI,34.2779
2025-10-15,JPM,RSI,35.8324
2025-10-16,JPM,RSI,37.6662
2025-10-17,JPM,RSI,38.0613
2025-10-20,JPM,RSI,35.947
2025-10-21,JPM,RSI,43.1404
2025-10-22,JPM,RSI,43.6504
2025-10-23,JPM,RSI,47.7619
2025-10-24,JPM,RSI,49.185
2025-10-27,JPM,RSI,44.2219
2025-10-28,JPM,RSI,52.2458
2025-10-29,JPM,RSI,57.4029
2025-10-30,JPM,RSI,48.2916
2025-10-31,JPM,RSI,47.5188
2025-11-03,JPM,RSI,45.685
2025-11-04,JPM,RSI,42.229
2025-11-05,JPM,RSI,52.4301
2025-11-06,JPM,RSI,48.1626
